"Series_reference","Period","Data_value","STATUS","UNITS","Subject","Group","Series_title_1","Series_title_2","Series_title_3"
"CPIM.SE901","1960.01",45.92346148,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1960.02",45.49863746,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1960.03",45.11629607,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1960.04",45.1587787,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1960.05",45.28622583,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1960.06",45.66856722,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1960.07",46.39076737,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1960.08",47.11296828,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1960.09",46.94303852,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1960.10",47.49530967,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1960.11",48.59985196,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1960.12",47.70772205,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1961.01",47.15545091,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1961.02",46.64566163,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1961.03",46.17835574,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1961.04",46.13587311,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1961.05",45.92346148,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1961.06",45.92346148,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1961.07",46.56069713,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1961.08",47.83516918,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1961.09",47.11296828,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1961.10",47.02800378,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1961.11",47.87765106,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1961.12",47.6227568,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1962.01",47.41034517,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1962.02",46.94303852,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1962.03",46.85807402,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1962.04",46.68814426,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1962.05",46.73062689,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1962.06",46.68814426,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1962.07",46.98552115,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1962.08",47.19793278,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1962.09",47.24041541,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1962.10",47.07048565,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1962.11",47.83516918,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1962.12",47.58027417,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1963.01",47.36786254,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1963.02",47.02800378,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1963.03",47.07048565,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1963.04",47.15545091,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1963.05",47.49530967,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1963.06",47.75020393,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1963.07",47.36786254,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1963.08",48.17502795,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1963.09",48.93971073,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1963.10",49.27957024,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1963.11",49.27957024,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1963.12",49.02467598,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1964.01",49.06715785,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1964.02",49.36453474,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1964.03",49.36453474,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1964.04",49.36453474,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1964.05",50.08673565,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1964.06",50.34162991,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1964.07",50.46907704,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1964.08",51.53113671,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1964.09",52.16837236,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1964.10",51.9984426,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1964.11",52.97553776,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1964.12",52.21085498,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1965.01",52.04092523,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1965.02",51.95596073,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1965.03",51.78603097,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1965.04",51.74354834,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1965.05",51.70106647,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1965.06",51.27624245,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1965.07",51.53113671,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1965.08",52.42326662,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1965.09",53.23043202,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1965.10",52.50823187,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1965.11",52.7206435,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1965.12",53.40036178,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1966.01",53.30728248,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1966.02",53.04622885,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1966.03",53.41170468,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1966.04",53.30728248,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1966.05",53.09843958,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1966.06",53.20286103,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1966.07",53.09843958,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1966.08",52.94180665,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1966.09",53.35949396,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1966.10",52.99401737,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1966.11",52.73296375,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1966.12",53.25507175,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1967.01",54.3515,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1967.02",56.28330136,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1967.03",57.17088595,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1967.04",57.11867523,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1967.05",57.17088595,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1967.06",57.64078399,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1967.07",57.84962689,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1967.08",57.64078399,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1967.09",57.58857251,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1967.10",57.48415106,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1967.11",56.9620423,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1967.12",56.7531994,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1968.01",57.32751888,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1968.02",57.79741616,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1968.03",57.64078399,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1968.04",58.05847054,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1968.05",58.68500076,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1968.06",58.84163369,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1968.07",58.99826586,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1968.08",58.89384441,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1968.09",59.57258535,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1968.10",59.781429,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1968.11",59.83363973,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1968.12",59.88585045,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1969.01",60.56459139,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1969.02",61.24333308,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1969.03",61.13891088,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1969.04",61.34775453,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1969.05",61.45217598,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1969.06",61.81765181,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1969.07",62.02649547,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1969.08",62.1831284,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1969.09",62.1831284,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1969.10",62.23533912,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1969.11",61.71323036,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1969.12",61.66101964,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1970.01",62.4963935,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1970.02",63.64503172,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1970.03",64.32377341,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1970.04",65.00251435,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1970.05",65.00251435,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1970.06",65.52462311,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1970.07",65.21135801,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1970.08",65.62904456,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1970.09",66.35999622,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1970.10",68.13516541,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1970.11",68.23958761,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1970.12",68.39621979,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1971.01",69.91033459,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1971.02",70.48465408,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1971.03",70.74570846,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1971.04",70.90234063,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1971.05",70.85012991,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1971.06",70.79791918,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1971.07",71.37223867,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1971.08",71.89434743,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1971.09",72.36424471,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1971.10",73.30404003,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1971.11",73.56509441,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1971.12",73.61730514,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1972.01",74.452679,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1972.02",74.50488973,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1972.03",74.50488973,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1972.04",74.97478776,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1972.05",74.66152266,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1972.06",75.07920921,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1972.07",74.87036556,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1972.08",74.92257704,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1972.09",75.3402636,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1972.10",76.01900453,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1972.11",75.28805287,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1972.12",76.07121526,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1973.01",76.8543784,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1973.02",79.04723414,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1973.03",81.13566843,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1973.04",82.12767447,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1973.05",82.07546375,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1973.06",82.70199396,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1973.07",83.11968051,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1973.08",84.32053021,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1973.09",86.93107326,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1973.10",87.55760347,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1973.11",87.97529003,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1973.12",88.44518807,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1974.01",89.33277266,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1974.02",89.85488142,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1974.03",91.68226133,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1974.04",92.04773716,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1974.05",91.57783912,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1974.06",91.6300506,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1974.07",92.83089955,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1974.08",94.65827946,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1974.09",96.12018353,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1974.10",96.48565937,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1974.11",96.12018353,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1974.12",95.12817749,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
"CPIM.SE901","1975.01",95.91134063,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 1 Groups for New Zealand Monthly","Food",NA,NA
